"TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_PRECISION","NULLABLE","CONSTRAINT_NAME","COMMENTS"
"YX_THREE_PARTY_ACCOUNT","ACCOUNT_NAME","VARCHAR2","","N","SYS_C00144958","账户名称"
"YX_THREE_PARTY_ACCOUNT","ACCOUNT_ID","NUMBER","20","N","PK_YX_THERR_PARTY_ACCOUNT_ID","三方账户编号"
"YX_THREE_PARTY_ACCOUNT","ACCOUNT_ID","NUMBER","20","N","SYS_C00144957","三方账户编号"
"YX_THREE_PARTY_ACCOUNT","CHANNEL_NO","VARCHAR2","","N","SYS_C00144959","渠道编号"
"YX_THREE_PARTY_ACCOUNT","AGENT_ID","VARCHAR2","","N","SYS_C00144960","代理商编号"
"YX_THREE_PARTY_ACCOUNT","CHANNEL_TYPE","NUMBER","3","N","SYS_C00144961","渠道类型1:上游;2:下游"
"YX_THREE_PARTY_ACCOUNT","BALANCE","NUMBER","20","N","SYS_C00144962","余额"
"YX_THREE_PARTY_ACCOUNT","ACCOUNT_TYPE","NUMBER","3","N","SYS_C00144963","账户类型:1支出;2:收入"
"YX_THREE_PARTY_ACCOUNT","CREDIT_AMOUNT","NUMBER","20","N","SYS_C00144969","授信金额"
"YX_THREE_PARTY_ACCOUNT","STATUS","NUMBER","2","N","SYS_C00144964","状态0-启用1-禁用"
"YX_THREE_PARTY_ACCOUNT","CREATE_TIME","DATE","","N","SYS_C00144965","创建时间"
"YX_THREE_PARTY_ACCOUNT","CREATE_USER","VARCHAR2","","N","SYS_C00144966","创建人"
"YX_THREE_PARTY_ACCOUNT","UPDATE_TIME","DATE","","Y","","修改时间"
"YX_THREE_PARTY_ACCOUNT","UPDATE_USER","VARCHAR2","","Y","","更新人"
"YX_THREE_PARTY_ACCOUNT","COMPANY_ID","NUMBER","","N","SYS_C00144968","公司编号"
"YX_THREE_PARTY_ACCOUNT","SYSTEM_ID","NUMBER","","Y","","系统编号"
"YX_TRADE_AGENCY_ASSIGNED","RECORD_ID","NUMBER","20","N","PK_YX_AGENCY_ASSIGNED_R_I","编号"
"YX_TRADE_AGENCY_ASSIGNED","RECORD_ID","NUMBER","20","N","SYS_C00145848","编号"
"YX_TRADE_AGENCY_ASSIGNED","YX_ORDER_ID","NUMBER","20","N","SYS_C00145849","记账系统订单号"
"YX_TRADE_AGENCY_ASSIGNED","AGENT_ID","NUMBER","20","N","SYS_C00145850","单代理人编号"
"YX_TRADE_AGENCY_ASSIGNED","ORDER_SOURCE","NUMBER","3","N","SYS_C00145853","订单来源（系统编号）"
"YX_TRADE_AGENCY_ASSIGNED","AGENT_FEE","NUMBER","20","N","SYS_C00145854","单代理人代理费"
"YX_TRADE_AGENCY_ASSIGNED","CHANGE_TYPE","NUMBER","3","N","SYS_C00145856","2：扣款，3：退款"
"YX_TRADE_AGENCY_ASSIGNED","CHANGE_TIME","DATE","","N","SYS_C00145857","变动时间"
"YX_TRADE_AGENCY_ASSIGNED","SETTLE_STATUS","NUMBER","3","N","SYS_C00145858","结算状态"
"YX_TRADE_AGENCY_ASSIGNED","MEMO","VARCHAR2","","N","SYS_C00145859","备注"
"YX_BASE_AGENT","GROUP_AGENT","NUMBER","3","Y","","0:是组合代理人，1：普通代理人"
"YX_BASE_AGENT","GROUP_COUNT","NUMBER","3","Y","","组合数量"
"YX_TRADE_DOWN_FUND","COUPON_AMOUNT","NUMBER","20","Y","","优惠券金额"
"YX_TRADE_UP_FUND","COUPON_AMOUNT","NUMBER","20","Y","","优惠券金额"
"YX_TRADE_ORDER_MAIN","COUPON_AMOUNT","NUMBER","20","Y","","优惠券金额"
"YX_TRADE_AGENT_FUND","YX_TRADE_ORDER_NO","VARCHAR2","","Y","","外部系统订单编号"
"YX_TRADE_AGENT_FUND","YX_ORDER_ID","NUMBER","20","Y","","订单编号"
"YX_REPORT_DAILY","DOWN_COUPON_AMOUNT","NUMBER","20","Y","","优惠券金额"
"YX_BASE_DOWN_CHANNEL","ISSUE_BALANCE","NUMBER","20","Y","","发行收入余额"
"YX_BASE_UP_CHANNEL","ISSUE_BALANCE","NUMBER","20","Y","","发行成本余额"
"YX_REPORT_DAILY","ISSUE","NUMBER","3","Y","","发行扣款标志：0：普通扣款，1：发行扣款"
"FD_BANK_CASH_FUND","REMARK_NAME","VARCHAR2","","Y","","收（付）款账户名称"
"FD_BASE_CO_ACCOUNT_NAME","ACCOUNT_ID","NUMBER","20","N","SYS_C00151320","渠道账户编号"
"FD_BASE_CO_ACCOUNT_NAME","ID","NUMBER","20","N","SYS_C00151319","编号"
"FD_BASE_CO_ACCOUNT_NAME","CO_ACCOUNT_NAME","VARCHAR2","","N","SYS_C00151321","收付款账户名称"
"FD_BASE_CO_ACCOUNT_NAME","CO_ACCOUNT_TYPE","NUMBER","3","N","SYS_C00151322","账户类型：1：上游，2：下游,3:公司间结算账户,4:押金账户,5:手续费账户,6:佣金账户,7:SUP上游,8:sp账户，9:收卡业务，10：权益管理"
"FD_BASE_CO_ACCOUNT_NAME","CREATED_USER","VARCHAR2","","N","SYS_C00151323","创建人"
"FD_BASE_CO_ACCOUNT_NAME","CREATED_TIME","DATE","","N","SYS_C00151324","创建时间"
"FD_BASE_CO_ACCOUNT_NAME","LAST_EDIT_USER","VARCHAR2","","Y","","最后更新人"
"FD_BASE_CO_ACCOUNT_NAME","LAST_EDIT_TIME","DATE","","Y","","最后更新时间"
"FD_BANK_STREAM_FULL","BANK_ACCOUNT_ID","NUMBER","20","N","SYS_C00151552","银行账户编号"
"FD_BANK_STREAM_FULL","ID","NUMBER","20","N","SYS_C00151551","流水编号"
"FD_BANK_STREAM_FULL","CARD_NO","VARCHAR2","","N","SYS_C00151553","己方银行账户"
"FD_BANK_STREAM_FULL","BANK_TYPE","NUMBER","3","N","SYS_C00151554","银行类型-1.其它0.财付通1.支付宝2.移动钱包3.19E钱包4.银行账户5.北京银行6.建设银行7.京东8.民生银行9.联通迷你10.交通银行11.财付通企业"
"FD_BANK_STREAM_FULL","TRAN_DATE","DATE","","N","SYS_C00151555","交易时间"
"FD_BANK_STREAM_FULL","TRAN_NO","VARCHAR2","","N","SYS_C00151556","柜员交易号"
"FD_BANK_STREAM_FULL","SUM_TRAN_NO","VARCHAR2","","N","SYS_C00151557","总交易流水号"
"FD_BANK_STREAM_FULL","TRAN_AMOUNT","NUMBER","20","N","SYS_C00151558","交易金额"
"FD_BANK_STREAM_FULL","CREDIT_DEBIT_FLAG","VARCHAR2","","N","SYS_C00151559","借贷标识D:借，C：贷"
"FD_BANK_STREAM_FULL","OPP_ACCOUNT_NO","VARCHAR2","","N","SYS_C00151560","对方账号"
"FD_BANK_STREAM_FULL","OPP_ACCOUNT_NAME","VARCHAR2","","N","SYS_C00151561","对方账户名称"
"FD_BANK_STREAM_FULL","OPP_OPEN_BANK_NAME","VARCHAR2","","N","SYS_C00151562","对方开户行名称"
"FD_BANK_STREAM_FULL","ABSTRACT","VARCHAR2","","N","SYS_C00151563","附言"
"FD_BANK_STREAM_FULL","BALANCE","NUMBER","20","N","SYS_C00151564","账户余额"
"FD_BANK_STREAM_FULL","HOST_TRAN_CODE","VARCHAR2","","N","SYS_C00151565","主机交易码"
"FD_BANK_STREAM_FULL","CREATE_TIME","DATE","","N","SYS_C00151566","创建时间"
"FD_TRADE_DOWN_ADD_APPLY","APPLY_ID","NUMBER","20","N","PK_B2E_DOWN_APPLY_ID","申请编号"
"FD_TRADE_DOWN_ADD_APPLY","APPLY_ID","NUMBER","20","N","SYS_C00151567","申请编号"
"FD_TRADE_DOWN_ADD_APPLY","CHANNEL_NO","VARCHAR2","","N","SYS_C00151568","渠道编号"
"FD_TRADE_DOWN_ADD_APPLY","ACCOUNT_ID","NUMBER","20","N","SYS_C00151569","渠道账户编号"
"FD_TRADE_DOWN_ADD_APPLY","ADD_AMOUNT","NUMBER","20","N","SYS_C00151570","申请加款金额"
"FD_TRADE_DOWN_ADD_APPLY","APPLY_ACCOUNT_NO","VARCHAR2","","N","SYS_C00151571","客户打款账号"
"FD_TRADE_DOWN_ADD_APPLY","BANK_TYPE","NUMBER","3","N","SYS_C00151572","银行类型-1.其它0.财付通1.支付宝2.移动钱包3.19E钱包4.银行账户5.北京银行6.建设银行7.京东8.民生银行9.联通迷你10.交通银行11.财付通企业"
"FD_TRADE_DOWN_ADD_APPLY","APPLY_ACCOUNT_NAME","VARCHAR2","","N","SYS_C00151573","客户账户名称"
"FD_TRADE_DOWN_ADD_APPLY","APPLY_OPEN_BANK_NAME","VARCHAR2","","N","SYS_C00151574","客户开户行名称"
"FD_TRADE_DOWN_ADD_APPLY","STATUS","NUMBER","3","N","SYS_C00151575","处理状态0：处理完成，10：未处理，20：处理中，90：处理失败"
"FD_TRADE_DOWN_ADD_APPLY","CREATE_TIME","DATE","","N","SYS_C00151576","申请时间"
"FD_TRADE_DOWN_ADD_APPLY","CREATE_USER","VARCHAR2","","N","SYS_C00151577","申请人"
"FD_TRADE_DOWN_ADD_APPLY","PAY_TIME","DATE","","N","SYS_C00151578","付款时间"
"FD_TRADE_DOWN_ADD_APPLY","TRAN_NO","VARCHAR2","","Y","","柜员交易号（处理成功添加）"
"FD_TRADE_DOWN_ADD_APPLY","HANDLE_TIME","DATE","","Y","","处理时间（处理后添加）"
"FD_TRADE_DOWN_ADD_APPLY","ERROR_MSG","VARCHAR2","","Y","","错误消息（处理失败后添加）"
"FD_BANK_STREAM_FULL","CASH_TRANSFER_FLAG","NUMBER","2","N","SYS_C00151580","现转标识 0：现金；1：转帐"
"FD_B2E_BANK_RECEIVE_RECORD","APPLY_ID","NUMBER","20","Y","","下游加款申请id编号（处理结束后添加）"
"FD_TRADE_DOWN_ADD_APPLY","AUDIT_USER","VARCHAR2","","Y","","处理人"
"FD_TRADE_DOWN_ADD_APPLY","FLOW_STATUS","NUMBER","3","N","SYS_C00151721","流水状态修改  0：已修改，10：未修改 ，20：修改中，90：失败"
"FD_BASE_DOWN_CHANNEL","AUTO_ADD","NUMBER","1","Y","","自动加款，0：开启，1：关闭"
"FD_BASE_DOWN_CHANNEL","AUTO_AMOUNT","NUMBER","20","Y","","自动加款金额"
"FD_TRADE_DOWN_ADD_APPLY","AUDIT_MEMO","VARCHAR2","","Y","","处理备注"
"FD_TRADE_DOWN_ADD_APPLY","BANK_ACCOUNT_ID","NUMBER","20","N","SYS_C00151763","收款银行id"
"FD_B2E_DOWN_WHITE_LIST","BANK_TYPE","NUMBER","10","Y","","银行类型"
"FD_TRADE_DOWN_ADD_APPLY","RECIVE_TIME","DATE","","Y","","收款时间"
"FD_TRADE_DOWN_ADD_APPLY","MEMO","VARCHAR2","","Y","","加款申请备注"
"FD_BASE_DOWN_CHANNEL","AUTO_ADD_ON_TIME","DATE","","Y","","自动加款开启时间"
"SUP_ZORE_BALANCE_DIFFER","BALANCE","NUMBER","","N","SYS_C00153371","调整金额"
"SUP_ZORE_BALANCE_DIFFER","CHANNEL_NO","VARCHAR2","","N","SYS_C00153370","渠道编号"
"FD_REPORT_SERVICE_FEE","LAST_MONTH","DATE","","Y","","补录月份"
"FD_REPORT_SERVICE_FEE","LAST_MSG","VARCHAR2","","Y","","补录说明"
"FD_REPORT_SERVICE_FEE","LAST_SERVICE_FEE","NUMBER","20","N","SYS_C00153392","补录金额"
"QY_TRADE_UP_MANUAL","CHANNEL_NO","VARCHAR2","","N","SYS_C00155093","渠道编号"
"QY_TRADE_UP_MANUAL","RECORD_ID","NUMBER","20","N","SYS_C00155092","主键"
"QY_TRADE_UP_MANUAL","ACCOUNT_ID","NUMBER","30","N","SYS_C00155094","账户编号"
"QY_TRADE_UP_MANUAL","ADJUST_ID","NUMBER","20","N","SYS_C00155095","红冲编号"
"QY_TRADE_UP_MANUAL","HAS_ADJUST","NUMBER","1","N","SYS_C00155096","是否红冲过"
"QY_TRADE_UP_MANUAL","ADD_TYPE","NUMBER","3","N","SYS_C00155097","变动类型:10-加款11-提款12-红冲21-余额平帐22-交易平帐"
"QY_TRADE_UP_MANUAL","CHANGE_AMOUNT","NUMBER","20","N","SYS_C00155098","变动金额"
"QY_TRADE_UP_MANUAL","REAL_AMOUNT","NUMBER","20","Y","","交易平账真实金额"
"QY_TRADE_UP_MANUAL","CHANGE_TIME","DATE","","N","SYS_C00155099","变动时间"
"QY_TRADE_UP_MANUAL","BALANCE","NUMBER","20","N","SYS_C00155100","余额"
"QY_TRADE_UP_MANUAL","CREATE_USER","VARCHAR2","","Y","","创建人"
"QY_TRADE_UP_MANUAL","BANK_FUND_ID","NUMBER","20","Y","","银行资金变动编号（红冲是使用）"
"QY_TRADE_UP_MANUAL","MEMO","VARCHAR2","","Y","","备注"
"QY_TRADE_UP_MANUAL","EXT_RECORD_NO","VARCHAR2","","Y","","外部加款记录编号"
"QY_TRADE_UP_MANUAL","HANDLING_FEE_ID","NUMBER","20","Y","","收取手续费的记录编号"
"QY_TRADE_UP_FUND_DIFFER","DIFFER_ID","NUMBER","20","N","SYS_C00155101","主键"
"QY_TRADE_UP_FUND_DIFFER","RECORD_DATE","DATE","","N","SYS_C00155102","记录生成日期"
"QY_TRADE_UP_FUND_DIFFER","QY_ORDER_ID","VARCHAR2","","N","SYS_C00155103","记账系统订单编号"
"QY_TRADE_UP_FUND_DIFFER","CHANNEL_NO","VARCHAR2","","N","SYS_C00155104","下游渠道编号"
"QY_TRADE_UP_FUND_DIFFER","ACCOUNT_ID","NUMBER","20","N","SYS_C00155105","下游渠道支付账号编号"
"QY_TRADE_UP_FUND_DIFFER","BUSINESS_TYPE","NUMBER","3","N","SYS_C00155106","业务类型"
"QY_TRADE_UP_FUND_DIFFER","DOWN_ADJUST_FACE","NUMBER","20","N","SYS_C00155107","统计下游扣款需要调整的面值（下游退款造成上游面值比下游多时产生，下退）"
"QY_TRADE_UP_FUND_DIFFER","DOWN_ADJUST_UNIT","NUMBER","20","N","SYS_C00155108","统计下游扣款需要调整的规格"
"QY_TRADE_UP_FUND_DIFFER","DOWN_ADJUST_AMOUNT","NUMBER","20","N","SYS_C00155109","统计下游扣款需要调整的金额"
"QY_TRADE_UP_FUND_DIFFER","DOWN_ADJUST_REAL","NUMBER","20","N","SYS_C00155110","统计下游扣款需要调整的真实扣款"
"QY_TRADE_UP_FUND_DIFFER","UP_MANY_FACE","NUMBER","20","N","SYS_C00155111","上游多充的面值（上游面值比下游面值多时产生，上扣、下退、上退）"
"QY_TRADE_UP_FUND_DIFFER","UP_MANY_AMOUNT","NUMBER","20","N","SYS_C00155112","上游多充的金额"
"QY_TRADE_UP_FUND","RECORD_ID","NUMBER","20","N","SYS_C00155113","上游变动编号"
"QY_TRADE_UP_FUND","QY_ORDER_ID","NUMBER","20","N","SYS_C00155114","记账系统订单号"
"QY_TRADE_UP_FUND","TRADE_ORDER_NO","VARCHAR2","","N","SYS_C00155115","交易系统订单号(激活编号)"
"QY_TRADE_UP_FUND","TRADE_DELIVERY_NO","VARCHAR2","","N","SYS_C00155116","交易系统发货号(上游发货编号)"
"QY_TRADE_UP_FUND","EXT_DELIVERY_NO","VARCHAR2","","N","SYS_C00155117","扩展发货编号(下游订单号)"
"QY_TRADE_UP_FUND","EXT_ORDER_NO","VARCHAR2","","N","SYS_C00155118","扩展订单号交易(权益卡号)"
"QY_TRADE_UP_FUND","EXT_CONTRACT_NO","VARCHAR2","","N","SYS_C00155119","扩展号(合同编号)"
"QY_TRADE_UP_FUND","EXT_USE_NO","VARCHAR2","","N","SYS_C00155120","扩展号(权益卡使用编号)"
"QY_TRADE_UP_FUND","PRODUCT_NAME","VARCHAR2","","N","SYS_C00155121","权益包名称"
"QY_TRADE_UP_FUND","ORDER_SOURCE","NUMBER","3","N","SYS_C00155122","订单来源（系统编号）"
"QY_TRADE_UP_FUND","DOWN_CHANNEL_NO","VARCHAR2","","N","SYS_C00155123","下游渠道编号"
"QY_TRADE_UP_FUND","DOWN_ACCOUNT_ID","NUMBER","20","N","SYS_C00155124","下游账户"
"QY_TRADE_UP_FUND","DOWN_COMPANY_ID","NUMBER","20","N","SYS_C00155125","下游所属公司"
"QY_TRADE_UP_FUND","UP_CHANNEL_NO","VARCHAR2","","N","SYS_C00155126","上游渠道编号"
"QY_TRADE_UP_FUND","UP_ACCOUNT_ID","NUMBER","20","N","SYS_C00155127","上游账户"
"QY_TRADE_UP_FUND","UP_COMPANY_ID","NUMBER","20","N","SYS_C00155128","上游所属公司"
"QY_TRADE_UP_FUND","ORDER_FACE","NUMBER","20","N","SYS_C00155129","订单面值(权益包价值)"
"QY_TRADE_UP_FUND","ORDER_AMOUNT","NUMBER","20","N","SYS_C00155130","订单金额(权益包销售金额)"
"QY_TRADE_UP_FUND","DOWN_DRAW_UNIT","NUMBER","20","N","SYS_C00155131","下游充值量（权益扣除价值量）"
"QY_TRADE_UP_FUND","DOWN_DRAW_FACE","NUMBER","20","N","SYS_C00155132","下游扣款面值（产品面值）"
"QY_TRADE_UP_FUND","DOWN_DRAW_AMOUNT","NUMBER","20","N","SYS_C00155133","下游扣款金额（权益销售金额）,上下游比例相等"
"QY_TRADE_UP_FUND","DOWN_REAL_AMOUNT","NUMBER","20","N","SYS_C00155134","下游实际金额（权益销售金额）"
"QY_TRADE_UP_FUND","OUT_PUT_TAX","NUMBER","20","N","SYS_C00155135","销项税"
"QY_TRADE_UP_FUND","UP_DRAW_UNIT","NUMBER","20","N","SYS_C00155136","上游充值量"
"QY_TRADE_UP_FUND","UP_DRAW_FACE","NUMBER","20","N","SYS_C00155137","上游扣款面值"
"QY_TRADE_UP_FUND","UP_DRAW_AMOUNT","NUMBER","20","N","SYS_C00155138","上游扣款金额"
"QY_TRADE_UP_FUND","UP_REAL_AMOUNT","NUMBER","20","N","SYS_C00155139","上游实际金额"
"QY_TRADE_UP_FUND","IN_PUT_TAX","NUMBER","20","N","SYS_C00155140","进项税"
"QY_TRADE_UP_FUND","CHANGE_TIME","DATE","","N","SYS_C00155141","变动时间"
"QY_TRADE_UP_FUND","CHANGE_TYPE","NUMBER","3","N","SYS_C00155142","变更类型1:加款2：交易扣款3：交易退款4：提款"
"QY_TRADE_UP_FUND","BUSINESS_TYPE","NUMBER","3","N","SYS_C00155143","业务类型"
"QY_TRADE_UP_FUND","BALANCE","NUMBER","20","N","SYS_C00155144","余额"
"QY_TRADE_UP_FUND","MEMO","VARCHAR2","","N","SYS_C00155145","备注"
"QY_TRADE_UP_FUND","ORDER_TIME","DATE","","N","SYS_C00155146","订单日期(激活时间)"
"QY_TRADE_UP_FUND","OUT_CHANGE_TIME","DATE","","N","SYS_C00155147","资金变动时间（发货完成时间）"
"QY_TRADE_ORDER_MAIN_DIFFER","DIFFER_ID","NUMBER","20","N","SYS_C00155148","主键"
"QY_TRADE_ORDER_MAIN_DIFFER","RECORD_DATE","DATE","","N","SYS_C00155149","记录生成日期"
"QY_TRADE_ORDER_MAIN_DIFFER","QY_ORDER_ID","VARCHAR2","","N","SYS_C00155150","记账系统订单编号"
"QY_TRADE_ORDER_MAIN_DIFFER","CHANNEL_NO","VARCHAR2","","N","SYS_C00155151","下游渠道编号"
"QY_TRADE_ORDER_MAIN_DIFFER","ACCOUNT_ID","NUMBER","20","N","SYS_C00155152","下游渠道支付账号编号"
"QY_TRADE_ORDER_MAIN_DIFFER","BUSINESS_TYPE","NUMBER","3","N","SYS_C00155153","业务类型"
"QY_TRADE_ORDER_MAIN_DIFFER","DOWN_FIRST_FACE","NUMBER","20","N","SYS_C00155154","下游与上游扣款的时间差造成的差异面值（上下游扣款有时间差异造成，下扣、下退、上扣、上退）"
"QY_TRADE_ORDER_MAIN_DIFFER","DOWN_FIRST_AMOUNT","NUMBER","20","N","SYS_C00155155","下游与上游扣款的时间差造成的差异金额"
"QY_TRADE_ORDER_MAIN","QY_ORDER_ID","NUMBER","20","N","SYS_C00155156","主键"
"QY_TRADE_ORDER_MAIN","DOWN_CHANNEL_NO","VARCHAR2","","N","SYS_C00155157","下游渠道编号"
"QY_TRADE_ORDER_MAIN","DOWN_ACCOUNT_ID","NUMBER","20","N","SYS_C00155158","下游扣款账号"
"QY_TRADE_ORDER_MAIN","DOWN_COMPANY_ID","NUMBER","20","N","SYS_C00155159","下游公司编号"
"QY_TRADE_ORDER_MAIN","TRADE_ORDER_NO","VARCHAR2","","N","SYS_C00155160","交易系统订单号(激活编号)"
"QY_TRADE_ORDER_MAIN","EXT_ORDER_NO","VARCHAR2","","N","SYS_C00155161","扩展订单号交易(权益卡号)"
"QY_TRADE_ORDER_MAIN","EXT_CONTRACT_NO","VARCHAR2","","N","SYS_C00155162","扩展号(合同编号)"
"QY_TRADE_ORDER_MAIN","PRODUCT_NAME","VARCHAR2","","N","SYS_C00155163","权益包名称"
"QY_TRADE_ORDER_MAIN","ORDER_SOURCE","NUMBER","20","N","SYS_C00155164","订单来源（系统编号）"
"QY_TRADE_ORDER_MAIN","CREATE_TIME","DATE","","N","SYS_C00155165","订单添加时间"
"QY_TRADE_ORDER_MAIN","ORDER_TIME","DATE","","N","SYS_C00155166","订单日期（激活时间）"
"QY_TRADE_ORDER_MAIN","BUSINESS_TYPE","NUMBER","3","N","SYS_C00155167","业务类型"
"QY_TRADE_ORDER_MAIN","ORDER_FACE","NUMBER","20","N","SYS_C00155168","订单面值(权益包价值)"
"QY_TRADE_ORDER_MAIN","ORDER_AMOUNT","NUMBER","20","N","SYS_C00155169","订单金额(权益包销售金额)"
"QY_TRADE_DOWN_MANUAL","RECORD_ID","NUMBER","20","N","SYS_C00155170","主键"
"QY_TRADE_DOWN_MANUAL","CHANNEL_NO","VARCHAR2","","N","SYS_C00155171","渠道编号"
"QY_TRADE_DOWN_MANUAL","ACCOUNT_ID","NUMBER","30","N","SYS_C00155172","账户编号"
"QY_TRADE_DOWN_MANUAL","ADJUST_ID","NUMBER","20","N","SYS_C00155173","红冲编号"
"QY_TRADE_DOWN_MANUAL","HAS_ADJUST","NUMBER","1","N","SYS_C00155174","是否红冲过"
"QY_TRADE_DOWN_MANUAL","ADD_TYPE","NUMBER","3","N","SYS_C00155175","变动类型:10-加款11-提款12-红冲21-余额平帐22-交易平帐"
"QY_TRADE_DOWN_MANUAL","CHANGE_AMOUNT","NUMBER","20","N","SYS_C00155176","变动金额"
"QY_TRADE_DOWN_MANUAL","REAL_AMOUNT","NUMBER","20","Y","","交易平账真实金额"
"QY_TRADE_DOWN_MANUAL","CHANGE_TIME","DATE","","N","SYS_C00155177","变动时间"
"QY_TRADE_DOWN_MANUAL","BALANCE","NUMBER","20","N","SYS_C00155178","余额"
"QY_TRADE_DOWN_MANUAL","CREATE_USER","VARCHAR2","","Y","","创建人"
"QY_TRADE_DOWN_MANUAL","BANK_FUND_ID","NUMBER","20","Y","","银行资金变动编号（红冲是使用）"
"QY_TRADE_DOWN_MANUAL","MEMO","VARCHAR2","","Y","","备注"
"QY_TRADE_DOWN_MANUAL","EXT_RECORD_NO","VARCHAR2","","Y","","外部加款记录编号"
"QY_TRADE_DOWN_MANUAL","HANDLING_FEE_ID","NUMBER","20","Y","","收取手续费的记录编号"
"QY_TRADE_DOWN_FUND","RECORD_ID","NUMBER","20","N","SYS_C00155179","下游变动编号"
"QY_TRADE_DOWN_FUND","QY_ORDER_ID","NUMBER","20","N","SYS_C00155180","记账系统订单号"
"QY_TRADE_DOWN_FUND","TRADE_ORDER_NO","VARCHAR2","","N","SYS_C00155181","交易系统订单号(激活编号)"
"QY_TRADE_DOWN_FUND","EXT_ORDER_NO","VARCHAR2","","N","SYS_C00155182","扩展订单号交易(权益卡号)"
"QY_TRADE_DOWN_FUND","EXT_CONTRACT_NO","VARCHAR2","","N","SYS_C00155183","扩展号(合同编号)"
"QY_TRADE_DOWN_FUND","PRODUCT_NAME","VARCHAR2","","N","SYS_C00155184","权益包名称"
"QY_TRADE_DOWN_FUND","ORDER_SOURCE","NUMBER","20","N","SYS_C00155185","订单来源（系统编号）"
"QY_TRADE_DOWN_FUND","DOWN_CHANNEL_NO","VARCHAR2","","N","SYS_C00155186","下游渠道编号"
"QY_TRADE_DOWN_FUND","DOWN_ACCOUNT_ID","NUMBER","20","N","SYS_C00155187","下游支付账号"
"QY_TRADE_DOWN_FUND","CHANGE_TIME","DATE","","N","SYS_C00155188","变动创建时间"
"QY_TRADE_DOWN_FUND","ORDER_TIME","DATE","","N","SYS_C00155189","订单日期(激活时间)"
"QY_TRADE_DOWN_FUND","CHANGE_TYPE","NUMBER","3","N","SYS_C00155190","变更类型1:加款2：交易扣款3：交易退款4:提款"
"QY_TRADE_DOWN_FUND","ORDER_AMOUNT","NUMBER","20","N","SYS_C00155191","订单金额"
"QY_TRADE_DOWN_FUND","CHANGE_AMOUNT","NUMBER","20","N","SYS_C00155192","变动金额(销售金额)"
"QY_TRADE_DOWN_FUND","ORDER_FACE","NUMBER","20","N","SYS_C00155193","订单面值(权益包价值)"
"QY_TRADE_DOWN_FUND","CHANGE_FACE","NUMBER","20","N","SYS_C00155194","变动面值"
"QY_TRADE_DOWN_FUND","BALANCE","NUMBER","20","N","SYS_C00155195","账户余额"
"QY_TRADE_DOWN_FUND","MEMO","VARCHAR2","","Y","","备注"
"QY_REPORT_ZERO_BALANCE","RECORD_ID","NUMBER","20","N","SYS_C00155196","主键"
"QY_REPORT_ZERO_BALANCE","REPORT_TIME","DATE","","N","SYS_C00155197","报表时间"
"QY_REPORT_ZERO_BALANCE","CREATE_TIME","DATE","","N","SYS_C00155198","创建时间"
"QY_REPORT_ZERO_BALANCE","ACCOUNT_TYPE","NUMBER","3","N","SYS_C00155199","账户类型1：上游渠道2：下游渠道3：银行账户4：服务费账户5：代理人账户"
"QY_REPORT_ZERO_BALANCE","ACCOUNT_ID","NUMBER","20","N","SYS_C00155200","账户编号"
"QY_REPORT_ZERO_BALANCE","CHANNEL_NO","VARCHAR2","","N","SYS_C00155201","渠道（代理人）编号"
"QY_REPORT_ZERO_BALANCE","CHANNEL_NAME","VARCHAR2","","N","SYS_C00155202","渠道（代理人）名称"
"QY_REPORT_ZERO_BALANCE","BALANCE","NUMBER","20","Y","","理论余额"
"QY_REPORT_ZERO_BALANCE","QUERY_BALANCE","NUMBER","20","Y","","查询余额"
"QY_REPORT_ZERO_BALANCE","CHANNEL_STATUS","NUMBER","1","N","SYS_C00155203","渠道状态"
"QY_REPORT_ZERO_BALANCE","COMPANY_ID","NUMBER","20","N","SYS_C00155204","所属公司"
"QY_REPORT_ZERO_BALANCE","CHANNEL_SOURCE_SYSTEM","NUMBER","20","Y","","渠道所属系统编号"
"QY_REPORT_DAILY","RECORD_ID","NUMBER","20","N","SYS_C00155205","主键"
"QY_REPORT_DAILY","REPORT_TIME","DATE","","N","SYS_C00155206","报表时间"
"QY_REPORT_DAILY","UP_CHANNEL_NO","VARCHAR2","","N","SYS_C00155207","上游渠道编号"
"QY_REPORT_DAILY","DOWN_CHANNEL_NO","VARCHAR2","","N","SYS_C00155208","下游渠道编号"
"QY_REPORT_DAILY","ORDER_FACE","NUMBER","20","N","SYS_C00155209","成交面值(权益包价值)"
"QY_REPORT_DAILY","ORDER_AMOUNT","NUMBER","20","N","SYS_C00155210","代收金额(权益包销售额)"
"QY_REPORT_DAILY","EXT_ORDER_NO","VARCHAR2","","N","SYS_C00155211","权益卡号"
"QY_REPORT_DAILY","PRODUCT_NAME","VARCHAR2","","N","SYS_C00155212","权益包名称"
"QY_REPORT_DAILY","DOWN_DRAW_FACE","NUMBER","20","N","SYS_C00155213","下游扣款没面值(领取权益)"
"QY_REPORT_DAILY","DOWN_DRAW_AMOUNT","NUMBER","20","N","SYS_C00155214","下游扣款金额(领取权益)"
"QY_REPORT_DAILY","UP_DRAW_FACE","NUMBER","20","N","SYS_C00155215","上游扣款没面值(领取权益)"
